dObar	Agpmsnn	dobar
rabOti	Vmr3s	rabotati
nIgde	Rgp	nigde
.	Z	.

ženIcata	Ncfsn-t	ženica
rabOti	Vmr3s	rabotati
.	Z	.

sAg	Rgp	sad
detEnce	Ncnsn	detence
pošlO	Vmp-sn	poći
u	Sa	u
škOlu	Ncfsa	škola
.	Z	.

lAni	Rgp	lani
se	Px--sa	sebe
naljutIše	Vma3p	naljutiti
ne	Qz	ne
ne	Qz	ne
dodIše	Vmr3s	dodisati
sAg	Rgp	sad
.	Z	.

dOdi	Vmr3s	doći
.	Z	.

ovAj	Pd-msn	ovaj
mOj	Ps1msn	moj
.	Z	.

se	Pxsa	sebe
pa	Cc	pa
nAvljuti	Vmr3s	navljutiti
Otide	Vma3s	otići
o	I	o
i	Cc	i
On	Pp3msn	on
.	Z	.

pa	Cc	pa
u	Sa	u
bEograd	Npmsan	Beograd
kudE	Rgp	kuda
li	Qq	li
je	Var3s	biti
.	Z	.

pa	Cc	pa
mUke	Ncfpn	muka
•	X	•
i	Cc	i
nezgOde	Ncfpn	nezgoda
.	Z	.

pOd	Sa	pod
svE	Pi-nsn	sav
.	Z	.

mI	Pp1-pn	ja
smo	Var1p	biti
se	Px--sd	sebe
i	Cc	i
i	Cc	i
svadIli	Vmp-pm	svaditi
i	Cc	i
karAli	Vmp-pm	karati
i	Cc	i
trpEli	Vmp-pm	trpeti
i	Cc	i
svAšta	Pi3n-n	svašta
al	Cc	ali
na	Sa	na
tO	Pdsa	taj
nesmO	Var1p	biti
pokušAli	Vmp-pm	pokušati
.	Z	.

nIkada	Rgp	nikada
.	Z	.

onO	Pd-nsn	onaj
bilO	Qo	bilo
kod	Sg	kod
svAkuga	Ncmsg	svakug
dOjde	Vmr3s	doći
.	Z	.

i	Cc	i
da	Cs	da
se	Pxsa	sebe
zdRčka	Vmr3s	zdrčkati
•	X	•
nesmO	Var1p	biti
se	Px--sa	sebe
bIli	Vmp-pm	biti
štO	Pi3n	što
je	Var3s	biti
vAžno	Agpnsny	važan
((laugh))	X	((laugh))
.	Z	.

a	Cc	a
za	Sa	za
svAǵu	Ncmsay	svaǵa
tOj	Pd-nsn	taj
.	Z	.

tOj	Pd-nsn	taj
kolkO	Pi-nsn	koliki
Oćeš	Vmr2s	hteti
.	Z	.

jA	Pp1-sn	ja
se	Px--sa	sebe
karam	Vmr1s	karati
.	Z	.

On	Pp3msn	on
naučIl	Npmsn	naučIl
polAk	Npmsn	Polak
pa	Cc	pa
pedAntno	Rgp	pedantno
a	Cc	a
.	Z	.

a	Cc	a
jA	Pp1-sn	ja
dRsko	Rgp	drsko
pa	Cc	pa
da	Cs	da
se	Px--sa	sebe
Ide	Vmr3s	ići
štO	Pi3n	što
prE	Rgp	pre
na	Sa	na
njIvu	Ncfsa	njiva
a	Cc	a
el	Qq	jel
ovO	Pd-nsn	ovaj
el	Qq	jel
onOj	Pd-nsn	onaj
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
z	X	z
za	Sa	za
tOj	Pd-nsa	taj
svAdimo	Vmr1p	svaditi
.	Z	.

a	Cc	a
i	Cc	i
ovAk	Rgp	ovako
kAd	Cs	kad
smo	Var1p	biti
bIli	Vmp-pm	biti
mlAdi	Agpmpny	mlad
mOžda	Rgp	možda
smo	Var1p	biti
se	Px--sa	sebe
nEšto	Pi3n-a	nešto
i	Cc	i
svadIli	Vmp-pm	svaditi
al	Cc	ali
nesmO	Var1p	biti
se	Px--sa	sebe
bIli	Vmp-pm	biti
.	Z	.

a	Cc	a
sagAšnji	Vmp-pm	sagašnti
bOga	Npmsg	bog
mi	Pp1-sd	ja
.	Z	.

nEće	Var3s	hteti
da	Cs	da
otrpI	Vmr3s	otrpiti
ni	Cc	ni
jedAn	Mlcmsn	jedan
ni	Qo	ni
drugI	Mlomsan	drugi
nIšta	Rgp	ništa
.	Z	.

i	Cc	i
onO	Pd-nsn	onaj
Ako	Cs	ako
jedAn	Mlcmsn	jedan
ne	Qz	ne
popUšta	Vmr3s	popuštati
onO	Pd-nsn	onaj
Odma	Rgp	odmah
svAđa	Ncfsn	svađa
.	Z	.

i	Cc	i
iskOči	Vmr3s	iskočiti
na	Sa	na
golemO	Rgp	golemo
.	Z	.

i	Cc	i
Eto	I	eto
takvO	Pd-nsn	takav
.	Z	.

i	Cc	i
mašIne	Ncfpn	mašina
kupUvane	Mdc	kupuvane
.	Z	.

od	Sg	od
stOčicu	Ncfsa	stočica
tU	Cs	tu
kakO	Cs	kako
Imamo	Vmr1p	imati
Imamo	Vmr1p	imati
Ovce	Ncfpa	ovca
krAve	Ncfpa	krava
te	Cc	te
smo	Var1p	biti
mOgli	Vmp-pm	moći
da	Cs	da
čUvamo	Vmr1p	čuvati
.	Z	.

natovAri	Vmr3s	natovariti
pUna	Agpnpay	pun
kOla	Ncnpa	kola
s	Si	sa
jAganci	Ncnpa	jagnje
.	Z	.

po	Sl	po
dvAestinu	Npmsl	dvAestin
po	Sl	po
.	Z	.

dvAes	Mlc	dvadeset
i	Cc	i
pe	Mlc	pet
šEs	Mlc	šest
pa	Cc	pa
u	Sa	u
zAdrugu	Ncfsa	zadruga
.	Z	.

Otkup	Ncmsn	otkup
.	Z	.

otEra	Vmr3s	oterati
nAg	Agpmsnn	nag
nAg	Agpmsnn	nag
Uzneš	Vmr2s	uzeti
.	Z	.

pa	Cc	pa
kAd	Cs	kad
nabAve	Ncfpn	nabava
.	Z	.

takO	Rgp	tako
i	Cc	i
tElci	Ncmpn	telac
i	Cc	i
mlekO	Ncnsn	mleko
imAlo	Vmp-sn	imati
Otkup	Ncmsan	otkup
.	Z	.

zAdruga	Ncfsn	zadruga
radEla	Ncfpn	radela
svE	Pi-nsn	sav
bilO	Vcp-sn	biti
lEpo	Rgp	lepo
.	Z	.

tUj	Rgp	tu
smo	Var1p	biti
uzimAli	Vmp-pm	uzimati
parU	Ncfsa	para
kakO	Cs	kako
tO	Pd-nsn	taj
ukinUše	Vma3p	ukinuti
mI	Pp1-pn	ja
.	Z	.

Osnovno	Rgp	osnovno
a	Cc	a
onA	Pp3fsn	on
kakvO	Pi-nsn	kakav
Ima	Vmr3s	imati
.	Z	.

štO	Cs	što
nEma	Vmr3s	imati
Ono	Pd-nsn	onaj
se	Px--sa	sebe
nEšto	Vmp-sn	nešti
i	Cc	i
trpI	Vmr3s	trpeti
.	Z	.

unUkat	Npmsn	unUkat
sAdi	Vmr3s	saditi
vIšnjete	Ncfpa-t	višnja
pa	Cc	pa
.	Z	.

ednU	Mlcfsa	jedan
gOdin	Ncfsa	godina
kakO	Cs	kako
s	Px--sa	sebe
.	Z	.

ljutIše	Vme3s	ljutiti
On	Pp3msn	on
.	Z	.

lAni	Rgp	lani
nE	Qz	ne
radEl	Vmp-sm	raditi
sƏg	Rgp	sad
.	Z	.

od	Sg	od
prolEtos	Rgp	proletos
dodI	Vmr3s	doći
tUj	Rgp	tu
radE	Npmsn	rade
i	Cc	i
.	Z	.

te	Cc	te
i	Cc	i
Oporavi	Vmr3s	oporaviti
tAm	Rgp	tamo
.	Z	.

ali	Cc	ali
onO	Pd-nsn	onaj
i	Cc	i
tOj	Pd-nsn	taj
trEba	Vmr3s	trebati
četrI	Mlc	četiri
pEt	Mlc	pet
gOdin	Ncfpn	godina
da	Cs	da
porastE	Vmr3s	porasti
pa	Cc	pa
tAg	Rgp	tako
da	Cs	da
nEšto	Pi3n-n	nešto
vAjdi	Npfsd	Vajda
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
se	Px--sa	sebe
ulA/	Vmp-sn	ulti

ulAga	Npmsn	Ulaga
.	Z	.

tEli	Vmp-pm	hteti
smo	Var1p	biti
mI	Pp1-pn	ja
da	Cs	da
mu	Pp3msd	on
.	Z	.

pogUrnemo	Vmr1p	pogurnuti
On	Pp3msn	on
od	Sg	od
kUće	Ncfpa	kuća
s	Sg	sa
gOle	Agpfpay	gol
pesnIce	Ncfpa	pesnica
.	Z	.

nEće	Var3s	hteti
sAmo	Rgp	samo
s	Si	sa
motIku	Ncfsa	motika
da	Cs	da
udAra	Vmr3s	udarati
.	Z	.

Eto	I	eto
prolEtos	Rgp	proletos
mOra	Vmr3s	morati
oko	Rgp	oko
sedamdesEt	Mlc	sedamdeset
osamdesEt	Mlc	osamdeset
Iljade	Ncfpn	iljada
.	Z	.

Ajde	I	hajde
ǵUbre	I	ǵUbre
Ajde	I	hajde
da	Cs	da
i	Cc	i
sAdi	Vmr3s	saditi
da	Cs	da
i	Cc	i
pRska	Vmr3s	prskati
da	Cs	da
i	Pp3-pa	oni
.	Z	.

svE	Pi-nsn	sav
od	Sg	od
nas	Pp1-pg	mi
.	Z	.

da	Cs	da
uštEdimo	Vmr1p	uštedeti
da	Cs	da
mu	Pp3msd	on
dadEmo	Vmr1p	dati
.	Z	.

kakvO	Pi-nsn	kakav
je	Var3s	biti
bilO	Vcp-sn	biti
pre	Sg	pre
rAta	Ncmsg	rat
na	Sa	na
poljoprIvredu	Ncfsa	poljoprivreda
.	Z	.

dalEko	Rgp	daleko
prEma	Sl	prema
vlAško	Agpnsay	vlaški
pOlje	Ncnsa	polje
.	Z	.

sas	Si	sa
krAve	Ncfpn	krava
tUre	Vmr3p	turiti
me	Pp1-sa	ja
u	Sa	u
kOla	Ncnpa	kola
.	Z	.

dIgnu	Vmr3p	dignuti
me	Pp1-sa	ja
rAno	Rgp	rano
onO	Pd-nsn	onaj
dalEko	Rgp	daleko
prEma	Vmr3s	premati
vlAško	Agpnsay	vlaški
poljE	Ncnsa	polje
.	Z	.

dIgnu	Vmr3p	dignuti
me	Pp1-sa	ja
sabAjle	Vmp-pm	sabajti
pa	Cc	pa
u	Sa	u
kOla	Ncnpa	kola
me	Pipn	ja
tUre	Vmr3p	turiti
da	Cs	da
spIm	Vmr1s	spati
.	Z	.

on/	Z	on/

onI	Pp3mpn	oni
vOde	Vmr3p	voditi
krAve	Ncfpa	krava
.	Z	.

a	Cc	a
onO	Pd-nsn	onaj
mI	Pp1-sd	ja
glavA	Ncfsn	glava
trOska	Ncfsn	troska
onO	Pd-nsn	onaj
a	Cc	a
ću	Var1s	hteti
se	Px--sd	sebe
naspIm	Vmr1s	naspiti
dOk	Cs	dok
stIgnu	Vmr3p	stići
.	Z	.

šəmIke	Ncfpn	šəmika
pa	Cc	pa
j	Var3s	biti
ovAk	Rgp	ovako
percE	Ncnsn	perce
podElimo	Vmr1p	podeliti
.	Z	.

još	Rgp	još
jednI	Agpmsny	jedan
opAnčići	Ncmsn	opančići
.	Z	.

prAeni	Rgp	praeni
mi	Pp1-sd	ja
kupIli	Vmp-pm	kupiti
.	Z	.

pa	Cc	pa
smo	Var1p	biti
išlE	Vmp-pf	ići
u	Sa	u
knjAževac	Npmsay	knjaževac
pEške	Rgp	peške
.	Z	.

mOra	Vmr3s	morati
da	Cs	da
vadImo	Vmr1p	vaditi
zUbi	Ncmpn	zub
sas	Si	sa
nAdu	Ncfsa	nada
.	Z	.

i	Cc	i
da/	X	da/

i	Cc	i
jA	Pp1-sn	ja
dok	Cs	dok
dojdO	Vmr3s	dojdoti
d	Cs	da
ovdEkaj	Rgp	ovde
jA	Pp1-sn	ja
si	Px--sd	sebe
opančI/	Px--sa	opančI/
.	Z	.

opančIćiti	Npmsn	opančIćiti
icepI	Npmsn	icepI
.	Z	.

pa	Cc	pa
tagAj	Rgp	tada
dOkle	Rgp	dokle
On	Pp3msn	on
bIl	Vmp-sm	biti
.	Z	.

sAmo	Rgp	samo
o	Sl	o
na	Sa	na
krOvovi	Ncmpn	krov
Ima	Vmr3s	imati
da	Cs	da
vIdiš	Vmr2s	videti
ljUdi	Ncmpn	čovek
čUkaju	Vmr3p	čukati
i	Cc	i
svE	Pi-nsn	sav
se	Px--sa	sebe
praIlo	Vmp-sn	praviti
.	Z	.

izgradIle	Vmp-pf	izgraditi
se	Px--sa	sebe
i	Cc	i
plEvnje	Ncfpn	plevnja
i	Cc	i
kUće	Ncfpn	kuća
i	Cc	i
•	X	•
svE	Pi-nsn	sav
se	Px--sa	sebe
tOj	Pd-nsn	taj
praIlo	Vmp-sn	praviti
.	Z	.

otkakO	Rgp	otkako
pOsle	Rgp	posle
.	Z	.

On	Pp3msn	on
.	Z	.

kOe	Pi-nsa	koji
se/	X	se/

nEma	Vmr3s	imati
nIšta	Pi3n-n	ništa
kojE	Pipn	koji
se	Pxsa	sebe
gdE	Rgp	gde
zatEklo	Vmp-sn	zateći
sAmo	Rgp	samo
se	Px--sa	sebe
((XXX))	X	((xxx))
.	Z	.

nIšta	Pi3n-a	ništa
bOg	Npmsn	bog
znA	Vmr3s	znati
se	Px--sa	sebe
ne	Qz	ne
.	Z	.

sAmo	Rgp	samo
čUku	Ncfsa	čuka
mAjstori	Ncmpn	majstor
.	Z	.

a	Cc	a
i	Cc	i
kupuvAlo	Vmp-sn	kupuvati
se	Px--sa	sebe
znAm	Vmr1s	znati
.	Z	.

mlekO	Ncnsa	mleko
smo	Var1p	biti
nosIli	Vmp-pm	nositi
u	Sa	u
zAdrugu	Ncfsa	zadruga
pa	Cc	pa
etE	I	eto
tIja	Pd-msn	taj
stvAri	Ncfpn	stvar
tOj	Pd-nsn	taj
što	Cs	što
vIdiš	Vmr2s	videti
Ono	Pd-nsn	onaj
ne	Qz	ne
bOg	Ncmsn	bog
znA	Vmr3s	znati
nIšta	Pi3n-n	ništa
po	Sa	po
kUću	Ncfsa	kuća
.	Z	.

ali	Cc	ali
pOpre	Ncfpn	popra
ni	Cc	ni
bIlo	Vcp-sn	biti
prOsto	Rgp	prosto
svE	Pi-nsn	sav
pa	Cc	pa
smo	Var1p	biti
nEšt	Vmp-pm	neti
prikupIli	Vmp-pm	prikupiti
.	Z	.

a	Cc	a
sAd	Rgp	sad
.	Z	.

pa	Cc	pa
sAg	Rgp	sad
od	Sg	od
ko/	X	ko/
od	Sg	od
kakvO	Pi-nsn	kakav
da	Cs	da
Uzneš	Vmr2s	uzeti
nEma	Vmr3s	imati
nIšta	Pi3n-a	ništa
.	Z	.

da	Cs	da
prOdaš	Vmr2s	prodati
kakvO	Pi-nsn	kakav
ćeš	Var2s	hteti
.	Z	.

ma	I	ma
nesmO	Vcr1p-y	biti
kAdri	Agpmpny	kadar
vIše	Rgc	mnogo
ni	Cc	ni
da	Cs	da
proizvOdimo	Vmr1p	proizvoditi
gOrivo	Rgp	gorivo
skUpo	Rgp	skupo
.	Z	.

Ete	I	eto
sAg	Rgp	sad
Imamo	Vmr1p	imati
tUj	Rgp	tu
.	Z	.

do	Sg	do
selO	Ncnsa	selo
Evo	I	evo
ga	Pp3msa	on
nAd	Sa	nad
.	Z	.

prAg	Npmsn	Prag
.	Z	.

nji/	Z	nji/

njIva	Ncfsn	njiva
dvA	Mlc	dva
Ektara	Npfsn	Ektara
.	Z	.

trEba	Vmr3s	trebati
ti	Pp2-sd	ti
gotOva	Agpfsny	gotov
parA	Ncfsn	para
.	Z	.

a	Cc	a
pOsle	Rgp	posle
glEdaš	Vmr2s	gledati
u	Sa	u
vEdro	Agpnsay	vedar
nEbo	Ncnsa	nebo
dal	Cc	dal
će	Var3s	hteti
tOj	Pd-nsn	taj
da	Cs	da
bUde	Vcr3s	biti
.	Z	.

El	Qq	jel
će	Var3s	hteti
da	Cs	da
bUde	Var3s	biti
nIšta	Pi3n-a	ništa
.	Z	.

nOsiš	Vmr2s	nositi
mlekO	Ncnsa	mleko
nOsiš	Vmr2s	nositi
.	Z	.

gotOvo	Rgp	gotovo
da	Cs	da
Uzneš	Vmr2s	uzeti
da	Cs	da
da	Cs	da
sEješ	Vmr2s	sejati
inAče	Rgp	inače
nEma	Vmr3s	imati
.	Z	.

pOpre	Rgc	popre
mIsliš	Vmr2s	misliti
.	Z	.

kakO	Cs	kako
ga	Pp3msa	on
urAdiš	Vmr2s	uraditi
sIne	Ncmsv	sin
.	Z	.

pa	Cc	pa
.	Z	.

Ako	Cs	ako
Imaš	Vmr2s	imati
vOlju	Ncfsa	volja
da	Cs	da
ga	Pp3msa	on
rAdiš	Vmr2s	raditi
i	Cc	i
urAdiš	Vmr2s	uraditi
ga	Pp3msa	on
ljUdski	Agpmsny	ljudski
.	Z	.

((laugh))	X	((laugh))
onO	Pd-nsn	onaj
bUde	Vcr3s	biti
.	Z	.

aha	Qr	aha
.	Z	.

mOr	Ncmsn	mor
mu	Pp3msd	on
bAješ	Xf	bAješ
vAzdan	Xf	vAzdan
ako	Cs	ako
ga	Pp3msa	on
ne	Qz	ne
urAdiš	Vmr2s	uraditi
kakO	Cs	kako
trEba	Vmr3s	trebati
.	Z	.

kAd	Cs	kad
mu	Pp3msd	on
je	Vcr3s	biti
vrEme	Ncnsn	vreme
.	Z	.

da	Cs	da
znAš	Vmr2s	znati
i	Cc	i
da	Cs	da
znAš	Vmr2s	znati
kakO	Cs	kako
ne	Qz	ne
sAmo	Rgp	samo
.	Z	.

što	Cs	što
re/	Vaa3s	re/
ovAj	Pd-msn	ovaj
slAvko	Npmsn	Slavko
sadIl	Npmsn	sadIl
tIkvu	Ncfsa	tikva
pa	Cc	pa
mu	Pp3msd	on
rEkli	Vmp-pm	reći
.	Z	.

pOla	Rgp	pola
mEtar	Ncmsn	metar
da	Cs	da
tUri	Vmr3s	turiti
sEme	Npmsn	Seme
((XXX))	X	((xxx))
onO	Pd-nsn	onaj
.	Z	.

će	Var3s	hteti
da	Cs	da
nIkne	Vmr3s	niknuti
od	Sg	od
gOdinu	Ncfsa	godina
.	Z	.

unUk	Ncmsn	unuk
Oće	Var3s	hteti
samo	Rgp	samo
vIšnje	Ncfpn	višnja
ta	Cs	da
mI	Pp1-pn	ja
smo	Var1p	biti
mu	Pp3msd	on
dAli	Vmp-pm	dati
gOr	Sa	gOr
njIvu	Ncfsa	njiva
.	Z	.

Eto	I	eto
Ektar	Npmsn	Ektar
i	Cc	i
pO	Sl	po
skOro	Rgp	skoro
.	Z	.

zasadIli	Vmp-pm	zasaditi
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
lAni	Rgp	lani
naljutIl	Vmp-sm	naljutiti
.	Z	.

ne	Qz	ne
tEl	Vmp-sm	hteti
da	Cs	da
dOdi	Vmr3s	doći
.	Z	.

nE	Qz	ne
i	Cc	i
radEl	Vmp-sm	raditi
nIšta	Pi3n-n	ništa
onO	Pd-nsn	onaj
nEiće	Vmr3s	neitati
da	Cs	da
se	Px--sa	sebe
posAdi	Vmr3s	posaditi
pa	Cc	pa
da	Cs	da
.	Z	.

pa	Cc	pa
sAd	Rgp	sad
prOduži	Vmr3s	produžiti
tAm	Rgp	tamo
rAdi	Vmr3s	raditi
i	Cc	i
onE	Pp3fpn	oni
rastU	Vmr3p	rasti
ali	Cc	ali
drUgo	Agpnsny	drugi
ga	Pp3msa	on
ne	Qz	ne
interEsuje	Vmr3s	interesovati
sAmo	Rgp	samo
vIšnje	Agpnsny	višnji
.	Z	.

pa	Cc	pa
nei/	Ncfpn	nei

nEće	Var3s	hteti
sAmo	Rgp	samo
od	Sg	od
jednO	Mlcnsn	jedan
.	Z	.

trEbaš	Vmr2s	trebati
od	Sg	od
svEta	Ncmsg	svet
da	Cs	da
Imaš	Vmr2s	imati
.	Z	.

sEdnemo	Vmr1p	sesti
uza	Sa	uz
stO	Ncmsan	stol
pa	Cc	pa
nEće	Vmr3s	hteti
sAmo	Rgp	samo
jednO	Mlcnsn	jedan
.	Z	.

Ali	Cc	ali
ne	Qz	ne
ne	Qz	ne
dokazUješ	Vmr2s	dokazivati
tI	Pp2-sn	ti
kAžeš	Vmr2s	kazati
On	Pp3msn	on
ne	Qz	ne
znAš	Vmr2s	znati
nIšta	Pi3n-a	ništa
.	Z	.

slavIlo	Vmp-sn	slaviti
se	Px--sa	sebe
.	Z	.

na	Sa	na
božIć	Npmsan	Božić
slAmu	Ncfsa	slama
smo	Var1p	biti
unosIli	Vmp-pm	unositi
pa	Cc	pa
.	Z	.

smo	Var1p	biti
spAli	Vmp-pm	spati
pa	Cc	pa
.	Z	.

jA	Pp1-sn	ja
sam	Var1s	biti
t	Rgp	tu
•	X	•
opisAla	Vmp-sf	opisati
kAd	Cs	kad
sam	Var1s	biti
bilA	Vmp-sf	biti
u	Sa	u
škOlu	Ncfsa	škola
đUrđevdan	Ncmsan	đurđevdan
kakAv	Pisn	kakav
je	Var3s	biti
bIl	Vmp-sm	biti
i	Cc	i
dobIla	Vmp-sf	dobiti
sam	Var1s	biti
nAgradu	Ncfsa	nagrada
#štAtine#	Cc	#štAtine#
kAd	Cs	kad
sam	Var1s	biti
bil-a	Agpmsny	bil-a
đAk	Ncmsn	đak
još	Rgp	još
tAd	Rgp	tad
.	Z	.

a	Cc	a
takO	Rgp	tako
i	Cc	i
na	Sa	na
božIć	Npmsay	božić
mESimo	Vmr1p	mesiti
onOj	Pd-nsn	onaj
.	Z	.

mEsimo	Vmr1p	mesiti
govEdu	Ncnsl	govedo
pa	Cc	pa
mEsimo	Vmr1p	mesiti
krAve	Ncfpa	krava
pa	Cc	pa
.	Z	.

pa	Cc	pa
.	Z	.

pa	Cc	pa
mEs/	Ncfpn	mesa

mEsimo	Vmr1p	mesiti
ovAko	Rgp	ovako
.	Z	.

kravAjci	Npmpn	kravAjac
pa	Cc	pa
na	Sa	na
njI	Pp3-pa	oni
Ovce	Ncfpa	ovca
pa	Cc	pa
.	Z	.

ljUdi	Ncmpn	čovek
kUća	Ncfsn	kuća
pa	Cc	pa
ognIšte	Pi-nsn	ognIšte
pa	Cc	pa
.	Z	.

Oko	Rgp	oko
nju	Pp3fsa	on
.	Z	.

onOj	Pd-nsn	onaj
pa	Cc	pa
njIva	Ncfsn	njiva
.	Z	.

pa	Cc	pa
motIke	Ncfpn	motika
pa	Cc	pa
.	Z	.

ovIja	Pd-mpn	ovaj
.	Z	.

rAdnici	Ncmpn	radnik
pa	Cc	pa
svE	Pi-nsn	sav
tOj	Pd-nsn	taj
.	Z	.

pa	Cc	pa
.	Z	.

s	Si	sa
sUnce	Ncnsa	sunce
.	Z	.

pa	Cc	pa
•	X	•
na	Sa	na
njIvu	Ncfsa	njiva
.	Z	.

zmijU	Ncfsa	zmija
((laugh))	X	((laugh))
.	Z	.

pa	Cc	pa
na	Sa	na
zmIju	Ncfsa	zmija
slAmku	Ncfsa	slamka
zabodEmo	Vmr1p	zabosti
na	Sa	na
Usta	Ncnpa	usta
.	Z	.

pa	Cc	pa
.	Z	.

gOlupče	Npmsn	gOlupče
pa	Cc	pa
svinjU	Ncfsa	svinja
pa	Cc	pa
.	Z	.

krAve	Ncfpa	krava
pa	Cc	pa
ovčArnica	Ncfsn	ovčarnica
Ovce	Vcp-sn	ovti
pa	Cc	pa
svE	Pi-nsn	sav
tOj	Pd-nsn	taj
mEšeno	Appnsny	mešan
.	Z	.

na	Sa	na
na	Sa	na
bOžić	Npmsan	Božić
.	Z	.

i	Cc	i
sAg	Rgp	sad
nEšto	Pi3n-n	nešto
promEsim	Vmr1s	promesiti
ali	Cc	ali
.	Z	.

mlAdi	Agpmpny	mlad
nesU	Var3p	biti
tUj	Pi3n-n	taj
decA	Ncnpn	dete
jA	Pp1-sn	ja
.	Z	.

ostA	Vma1s	ostati
ovAj	Pdsn	ovaj
bAba	Ncfsn	baba
.	Z	.

onO	Pd-nsn	onaj
da	Cs	da
ti	Pp2-sd	ti
kAžem	Vmr1s	kazati
nEmam	Vmr1s	imati
ni	Qo	ni
vOlju	Ncfsa	volja
.	Z	.

sečEš	Vmr2s	seći
ga	Pp3msa	on
.	Z	.

dal	Vmp-sm	dati
je	Var3s	biti
ovOj	Pd-nsn	ovaj
dal	Vmp-sm	dati
je	Vcr3s	biti
onOj	Pd-nsn	onaj
Ajde	I	hajde
.	Z	.

kad	Cs	kad
nesU	Vcr3p	biti
tUj	Rgp	tu
svI	Pi-mpn	sav
.	Z	.

bAš	Rgp	baš
takOj	Rgp	tako
.	Z	.

pa	Cc	pa
krstIne	Ncfpn	Krstin
njIva	Ncfsn	njiva
pa	Cc	pa
tOj	Pd-nsn	taj
.	Z	.

svE	Pi-nsn	sav
.	Z	.

jA	Pp1-sn	ja
sam	Var1s	biti
.	Z	.

kAd	Cs	kad
sam	Var1s	biti
bilA	Vmp-sf	biti
đAk	Ncmsn	đak
opisAla	Vmp-sf	opisati
đUrđevadan	Npmsn	đUrđevadan
.	Z	.

đUrđevdan	X	đUrđevdan
kAd	Cs	kad
je	Var3s	biti
onO	Pd-nsn	onaj
se	Pxsa	sebe
omEsi	Vmr3s	omesiti
jedƏn	Mlcmsn	jedan
•	X	•
lEba	Ncmsg	hleb
.	Z	.

ovAg	Rgp	ovag
na	Sa	na
srEd	Sg	sred
provAljen	Appmsnn	provaliti
.	Z	.

a	Cc	a
jednO	Mlcnsn	jedan
se	Pxsa	sebe
mEsi	Vmr3s	mesiti
kolAč	Ncmsn	kolač
sa	Si	sa
cvEtovi	Ncmpn	cvet
.	Z	.

a	Cc	a
tAj	Pd-msn	taj
provAljen	Appmsnn	provaliti
se	Pxsa	sebe
nOsi	Vmr3s	nositi
tAmo	Rgp	tamo
kod	Sg	kod
Ovce	Npmsg	Ovca
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
tUri	Vmr3s	turiti
na	Sa	na
bAkrač	Ncmsan	bakrač
.	Z	.

a	Cc	a
oko	Rgp	oko
bAkrač	Ncmsan	bakrač
se	Px--sa	sebe
Uzne	Vmr3s	uzeti
••	X	••
crvEno	Rgp	crven
•	X	•
bOja	Ncfsn	boja
•	X	•
i	Cc	i
bElo	Rgp	belo
•	X	•
i	Cc	i
plAvo	Rgp	plavo
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
naprAi	Pi3n-n	naprAi
kanApče	Agpnsny	kanapči
.	Z	.

pa	Cc	pa
na	Sa	na
tOj	Pd-nsn	taj
kanApče	Vmr3s	kanapći
se	Px--sa	sebe
natUru	Vmr3p	naturati
koprIve	Ncfpn	kopriva
zdrAvac	Qr	zdrAvac
.	Z	.

cvEḱe	Ncnpa	cveće
trUbe	Ncfpa	truba
.	Z	.

pa	Cc	pa
oko	Rgp	oko
kotAl	Vmp-sm	kotati
se	Px--sa	sebe
vEže	Vmr3s	vezati
tOj	Pd-nsn	taj
.	Z	.

i	Cc	i
tƏg	Rgp	tako
se	Px--sa	sebe
tUri	Vmr3s	turiti
na	Sa	na
tOj	Pd-nsa	taj
.	Z	.

tAj	Pd-msn	taj
lEba	Ncmsg	hleb
provAljen	Appmsnn	provaliti
.	Z	.

pa	Cc	pa
na	Sa	na
tAj	Pd-msn	taj
lEba	Ncmsg	hleb
se	Px--sa	sebe
tUri	Vmr3s	turiti
.	Z	.

Ovoj	Pd-nsn	ovaj
.	Z	.

bRdo	Ncnsa	brdo
.	Z	.

štO	Cs	što
se	Px--sa	sebe
tkAlo	Vmp-sn	tkati
odAvna	Rgp	odavno
.	Z	.

turI	Vmr3s	turiti
se	Px--sa	sebe
bRdo	Ncnsn	brdo
.	Z	.

pa	Cc	pa
savEljka	Qr	savEljka
.	Z	.

pa	Cc	pa
pRsten	Ncmsn	prsten
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
na	Sa	na
tOj	Pd-nsn	taj
promužUju	Vcr3p	promužubiti
Ovce	Ncfpn	ovca
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
izvIju	Vmr3p	izviti
vEnci	Ncnpa	venci
Ujutru	Rgp	ujutru
rAno	Rgp	rano
•	X	•
